application_id,trial,application_class,strategy,api_dependency,kernel_dependency,hardware_dependency,licensing_dependency,packaging_support,compatibility_outcome,compatibility_score,setup_effort,runtime_overhead,integration_score,windows_dependency_retained,random_seed,score_before_noise,score_after_penalties,dependency_risk_index,notes
APP-0324,4,scientific,wine_like,medium,service,proprietary_device,hardware_dongle,raw,failed,0.0,93.69,13.06,48.24,0,42,65,-12.3,74.55,synthetic row; not a real application benchmark
APP-0325,5,scientific,wine_like,medium,service,none,none,raw,failed,38.95,81.57,12.61,53.27,0,42,65,35.2,26.75,synthetic row; not a real application benchmark
APP-0326,6,scientific,wine_like,medium,service,standard_device,hardware_dongle,raw,failed,4.75,91.09,12.49,51.68,0,42,65,1.0,61.95,synthetic row; not a real application benchmark
APP-0327,7,scientific,wine_like,high,none,none,online_activation,raw,failed,37.16,85.6,15.34,65.87,0,42,65,28.4,32.0,synthetic row; not a real application benchmark
APP-0328,8,scientific,wine_like,high,service,standard_device,offline_activation,raw,failed,14.28,84.24,15.81,54.11,0,42,65,11.5,51.95,synthetic row; not a real application benchmark
APP-0329,9,scientific,wine_like,medium,none,standard_device,none,raw,failed,43.07,79.04,13.17,58.09,0,42,65,42.6,15.2,synthetic row; not a real application benchmark
APP-0330,10,scientific,wine_like,high,none,proprietary_device,hardware_dongle,raw,failed,0.0,93.3,16.24,56.57,0,42,65,-5.8,65.8,synthetic row; not a real application benchmark
APP-0331,11,scientific,wine_like,medium,none,standard_device,none,raw,failed,37.69,75.58,13.5,67.3,0,42,65,42.6,15.2,synthetic row; not a real application benchmark
APP-0332,12,scientific,wine_like,medium,none,none,none,raw,partial,48.38,75.32,11.73,62.03,0,42,65,50.2,8.0,synthetic row; not a real application benchmark
APP-0333,13,scientific,wine_like,medium,none,standard_device,offline_activation,raw,failed,27.3,81.8,14.63,56.28,0,42,65,35.0,23.2,synthetic row; not a real application benchmark
APP-0334,14,scientific,wine_like,low,none,proprietary_device,online_activation,raw,failed,35.27,79.64,15.28,61.48,0,42,65,22.8,33.8,synthetic row; not a real application benchmark
APP-0335,15,scientific,wine_like,medium,none,standard_device,hardware_dongle,raw,failed,21.98,84.9,12.94,64.78,0,42,65,16.0,43.2,synthetic row; not a real application benchmark
APP-0336,16,scientific,wine_like,low,kernel_driver,standard_device,online_activation,raw,failed,0.0,89.94,15.83,54.53,0,42,65,1.1,64.95,synthetic row; not a real application benchmark
APP-0337,17,scientific,wine_like,medium,kernel_driver,none,online_activation,managed_prefix,failed,9.59,77.3,13.52,59.19,0,42,65,9.9,65.75,synthetic row; not a real application benchmark
APP-0338,18,scientific,wine_like,medium,service,standard_device,offline_activation,raw,failed,13.71,85.64,16.94,58.41,0,42,65,20.0,41.95,synthetic row; not a real application benchmark
APP-0339,19,scientific,wine_like,high,none,none,none,raw,failed,42.28,70.53,11.16,59.85,0,42,65,41.7,18.0,synthetic row; not a real application benchmark
APP-0340,20,scientific,wine_like,medium,none,standard_device,offline_activation,managed_prefix,partial,48.7,70.59,13.89,68.45,0,42,65,43.0,23.2,synthetic row; not a real application benchmark
APP-0341,1,scientific,proton_like,low,kernel_driver,standard_device,offline_activation,raw,failed,30.68,52.95,8.56,64.31,0,42,78,31.15,58.95,synthetic row; not a real application benchmark
APP-0342,2,scientific,proton_like,medium,none,standard_device,offline_activation,managed_prefix,partial,53.77,44.68,8.21,78.76,0,42,78,60.8,23.2,synthetic row; not a real application benchmark
APP-0343,3,scientific,proton_like,low,kernel_driver,standard_device,online_activation,managed_prefix,failed,23.33,54.35,9.88,66.21,0,42,78,25.75,64.95,synthetic row; not a real application benchmark
APP-0344,4,scientific,proton_like,medium,none,standard_device,none,managed_prefix,partial,72.56,36.11,9.73,75.31,0,42,78,68.0,15.2,synthetic row; not a real application benchmark
APP-0345,5,scientific,proton_like,high,service,none,offline_activation,managed_prefix,failed,41.7,42.85,8.91,83.23,0,42,78,48.45,44.75,synthetic row; not a real application benchmark
APP-0346,6,scientific,proton_like,low,service,standard_device,none,managed_prefix,partial,64.46,38.39,7.58,84.72,0,42,78,57.35,25.95,synthetic row; not a real application benchmark
APP-0347,7,scientific,proton_like,low,service,none,hardware_dongle,app_profile,partial,46.55,37.29,10.05,88.43,0,42,78,38.55,46.75,synthetic row; not a real application benchmark
APP-0348,8,scientific,proton_like,low,none,none,offline_activation,managed_prefix,partial,60.16,32.53,9.06,82.46,0,42,78,70.8,8.0,synthetic row; not a real application benchmark
APP-0349,9,scientific,proton_like,medium,kernel_driver,standard_device,offline_activation,app_profile,failed,23.87,39.71,7.48,84.79,0,42,78,27.55,66.95,synthetic row; not a real application benchmark
APP-0350,10,scientific,proton_like,high,service,none,none,managed_prefix,partial,55.5,40.16,10.64,81.02,0,42,78,55.65,36.75,synthetic row; not a real application benchmark
APP-0351,11,scientific,proton_like,high,kernel_driver,standard_device,online_activation,app_profile,failed,29.15,42.94,14.77,78.37,0,42,78,17.65,82.95,synthetic row; not a real application benchmark
APP-0352,12,scientific,proton_like,high,service,standard_device,online_activation,raw,failed,44.58,58.19,13.65,74.71,0,42,78,36.65,57.95,synthetic row; not a real application benchmark
APP-0353,13,scientific,proton_like,medium,kernel_driver,standard_device,offline_activation,managed_prefix,failed,21.5,56.92,12.32,73.81,0,42,78,27.55,66.95,synthetic row; not a real application benchmark
APP-0354,14,scientific,proton_like,high,service,proprietary_device,hardware_dongle,app_profile,failed,10.54,37.71,13.84,78.27,0,42,78,12.85,84.55,synthetic row; not a real application benchmark
APP-0355,15,scientific,proton_like,medium,none,standard_device,online_activation,app_profile,partial,60.34,31.53,8.02,88.63,0,42,78,55.4,29.2,synthetic row; not a real application benchmark
APP-0356,16,scientific,proton_like,high,kernel_driver,proprietary_device,hardware_dongle,app_profile,failed,1.36,51.21,11.0,75.67,0,42,78,-6.15,100.0,synthetic row; not a real application benchmark
APP-0357,17,scientific,proton_like,medium,none,proprietary_device,none,app_profile,partial,58.16,34.1,11.26,76.68,0,42,78,56.8,27.8,synthetic row; not a real application benchmark
APP-0358,18,scientific,proton_like,medium,none,proprietary_device,offline_activation,managed_prefix,partial,45.43,43.81,12.64,77.12,0,42,78,49.6,35.8,synthetic row; not a real application benchmark
APP-0359,19,scientific,proton_like,medium,service,none,offline_activation,raw,partial,55.56,55.16,12.25,77.73,0,42,78,52.95,34.75,synthetic row; not a real application benchmark
APP-0360,20,scientific,proton_like,medium,none,none,online_activation,app_profile,partial,59.59,29.9,7.46,84.74,0,42,78,61.8,22.0,synthetic row; not a real application benchmark
APP-0361,1,scientific,managed_prefix,high,service,proprietary_device,none,app_profile,failed,34.32,36.03,14.59,81.66,0,42,72,34.3,56.55,synthetic row; not a real application benchmark
APP-0362,2,scientific,managed_prefix,low,service,standard_device,online_activation,app_profile,partial,54.14,26.37,11.06,69.25,0,42,72,47.8,39.95,synthetic row; not a real application benchmark
APP-0363,3,scientific,managed_prefix,medium,none,none,offline_activation,managed_prefix,partial,61.59,31.72,12.28,71.35,0,42,72,64.2,16.0,synthetic row; not a real application benchmark
APP-0364,4,scientific,managed_prefix,high,none,proprietary_device,online_activation,app_profile,failed,40.59,31.66,16.77,71.06,0,42,72,35.9,51.8,synthetic row; not a real application benchmark
APP-0365,5,scientific,managed_prefix,high,service,proprietary_device,hardware_dongle,app_profile,failed,7.89,43.72,15.83,73.07,0,42,72,10.5,84.55,synthetic row; not a real application benchmark
APP-0366,6,scientific,managed_prefix,medium,kernel_driver,none,offline_activation,managed_prefix,failed,33.88,45.46,15.43,73.87,0,42,72,32.7,59.75,synthetic row; not a real application benchmark
APP-0367,7,scientific,managed_prefix,low,none,none,none,managed_prefix,partial,70.76,31.33,10.37,78.75,0,42,72,77.0,0.0,synthetic row; not a real application benchmark
APP-0368,8,scientific,managed_prefix,low,none,proprietary_device,online_activation,app_profile,partial,45.77,31.78,12.66,72.92,0,42,72,49.4,33.8,synthetic row; not a real application benchmark
APP-0369,9,scientific,managed_prefix,low,none,none,none,managed_prefix,full,82.33,32.15,13.94,75.24,0,42,72,77.0,0.0,synthetic row; not a real application benchmark
APP-0370,10,scientific,managed_prefix,high,none,none,offline_activation,managed_prefix,partial,58.56,39.44,11.57,83.11,0,42,72,56.7,26.0,synthetic row; not a real application benchmark
APP-0371,11,scientific,managed_prefix,low,service,standard_device,none,managed_prefix,partial,53.66,31.89,16.42,71.1,0,42,72,56.7,25.95,synthetic row; not a real application benchmark
APP-0372,12,scientific,managed_prefix,low,none,none,hardware_dongle,managed_prefix,partial,56.58,33.02,10.68,72.5,0,42,72,53.2,28.0,synthetic row; not a real application benchmark
APP-0373,13,scientific,managed_prefix,high,none,none,offline_activation,managed_prefix,partial,61.58,36.26,13.35,68.95,0,42,72,56.7,26.0,synthetic row; not a real application benchmark
APP-0374,14,scientific,managed_prefix,medium,none,standard_device,none,app_profile,partial,59.71,23.15,12.41,81.16,0,42,72,67.2,15.2,synthetic row; not a real application benchmark
APP-0375,15,scientific,managed_prefix,low,service,none,offline_activation,managed_prefix,partial,49.59,31.31,10.77,69.03,0,42,72,56.7,26.75,synthetic row; not a real application benchmark
APP-0376,16,scientific,managed_prefix,low,kernel_driver,standard_device,online_activation,app_profile,failed,27.71,31.51,14.21,71.93,0,42,72,29.8,64.95,synthetic row; not a real application benchmark
APP-0377,17,scientific,managed_prefix,medium,none,standard_device,none,managed_prefix,partial,69.3,31.81,11.36,74.15,0,42,72,64.2,15.2,synthetic row; not a real application benchmark
APP-0378,18,scientific,managed_prefix,medium,none,standard_device,offline_activation,app_profile,partial,66.44,36.54,13.28,84.11,0,42,72,60.4,23.2,synthetic row; not a real application benchmark
APP-0379,19,scientific,managed_prefix,high,none,standard_device,none,app_profile,partial,55.13,28.25,13.51,72.59,0,42,72,59.7,25.2,synthetic row; not a real application benchmark
APP-0380,20,scientific,managed_prefix,low,service,none,hardware_dongle,app_profile,partial,45.43,34.99,12.08,81.39,0,42,72,42.7,46.75,synthetic row; not a real application benchmark
APP-0381,1,scientific,virtualisation,high,none,none,offline_activation,app_profile,full,87.49,50.04,26.47,45.62,1,42,90,86.2,26.0,synthetic row; not a real application benchmark
APP-0382,2,scientific,virtualisation,medium,kernel_driver,standard_device,online_activation,app_profile,partial,73.13,50.18,28.61,40.67,1,42,90,73.35,72.95,synthetic row; not a real application benchmark
APP-0383,3,scientific,virtualisation,low,none,standard_device,offline_activation,app_profile,full,82.71,46.03,22.3,48.72,1,42,90,84.4,15.2,synthetic row; not a real application benchmark
APP-0384,4,scientific,virtualisation,medium,service,none,none,app_profile,full,85.26,45.75,23.76,51.08,1,42,90,85.45,26.75,synthetic row; not a real application benchmark
APP-0385,5,scientific,virtualisation,high,none,none,none,app_profile,full,82.54,50.34,21.58,45.93,1,42,90,88.2,18.0,synthetic row; not a real application benchmark
APP-0386,6,scientific,virtualisation,medium,none,standard_device,online_activation,app_profile,full,88.62,45.84,27.3,41.96,1,42,90,82.1,29.2,synthetic row; not a real application benchmark
APP-0387,7,scientific,virtualisation,medium,none,standard_device,online_activation,app_profile,full,83.49,46.82,26.39,45.07,1,42,90,82.1,29.2,synthetic row; not a real application benchmark
APP-0388,8,scientific,virtualisation,high,none,standard_device,offline_activation,app_profile,full,83.36,52.3,30.4,51.16,1,42,90,82.6,33.2,synthetic row; not a real application benchmark
APP-0389,9,scientific,virtualisation,medium,kernel_driver,proprietary_device,offline_activation,app_profile,partial,72.07,54.06,26.63,37.33,1,42,90,68.55,79.55,synthetic row; not a real application benchmark
APP-0390,10,scientific,virtualisation,medium,none,none,online_activation,app_profile,full,90.02,46.15,23.46,53.54,1,42,90,85.7,22.0,synthetic row; not a real application benchmark
APP-0391,11,scientific,virtualisation,low,none,standard_device,online_activation,app_profile,full,86.79,50.44,25.05,49.74,1,42,90,82.9,21.2,synthetic row; not a real application benchmark
APP-0392,12,scientific,virtualisation,high,service,standard_device,offline_activation,app_profile,full,78.68,45.56,26.09,45.37,1,42,90,78.85,51.95,synthetic row; not a real application benchmark
APP-0393,13,scientific,virtualisation,medium,none,none,none,app_profile,full,81.06,42.61,26.33,55.75,1,42,90,89.2,8.0,synthetic row; not a real application benchmark
APP-0394,14,scientific,virtualisation,high,none,standard_device,offline_activation,app_profile,full,83.49,52.26,24.45,47.66,1,42,90,82.6,33.2,synthetic row; not a real application benchmark
APP-0395,15,scientific,virtualisation,high,service,standard_device,offline_activation,app_profile,partial,65.33,50.61,25.83,41.07,1,42,90,78.85,51.95,synthetic row; not a real application benchmark
APP-0396,16,scientific,virtualisation,medium,none,standard_device,offline_activation,app_profile,full,78.96,49.54,22.72,47.52,1,42,90,83.6,23.2,synthetic row; not a real application benchmark
APP-0397,17,scientific,virtualisation,medium,service,proprietary_device,offline_activation,app_profile,partial,65.87,48.19,25.55,42.32,1,42,90,73.55,54.55,synthetic row; not a real application benchmark
APP-0398,18,scientific,virtualisation,low,kernel_driver,proprietary_device,hardware_dongle,app_profile,partial,62.96,61.0,27.37,46.86,1,42,90,64.35,91.55,synthetic row; not a real application benchmark
APP-0399,19,scientific,virtualisation,high,none,none,online_activation,app_profile,full,82.2,43.1,24.78,44.71,1,42,90,84.7,32.0,synthetic row; not a real application benchmark
APP-0400,20,scientific,virtualisation,high,none,standard_device,offline_activation,app_profile,full,85.61,46.48,25.76,39.97,1,42,90,82.6,33.2,synthetic row; not a real application benchmark
APP-0401,1,enterprise_legacy,native_linux,high,kernel_driver,standard_device,online_activation,app_profile,full,90.21,12.24,3.18,94.99,0,42,95,84.95,82.95,synthetic row; not a real application benchmark
APP-0402,2,enterprise_legacy,native_linux,high,service,standard_device,offline_activation,app_profile,full,88.95,4.32,0.84,95.67,0,42,95,89.15,51.95,synthetic row; not a real application benchmark
APP-0403,3,enterprise_legacy,native_linux,high,service,standard_device,online_activation,app_profile,full,92.67,14.85,7.34,95.18,0,42,95,87.95,57.95,synthetic row; not a real application benchmark
APP-0404,4,enterprise_legacy,native_linux,high,service,standard_device,online_activation,app_profile,full,89.83,15.82,5.93,100.0,0,42,95,87.95,57.95,synthetic row; not a real application benchmark
APP-0405,5,enterprise_legacy,native_linux,high,kernel_driver,proprietary_device,hardware_dongle,app_profile,full,79.19,19.48,7.57,86.74,0,42,95,78.65,100.0,synthetic row; not a real application benchmark
APP-0406,6,enterprise_legacy,native_linux,high,service,standard_device,offline_activation,app_profile,full,89.38,13.36,4.13,99.57,0,42,95,89.15,51.95,synthetic row; not a real application benchmark
APP-0407,7,enterprise_legacy,native_linux,medium,service,none,none,app_profile,full,92.56,0.67,4.81,100.0,0,42,95,92.75,26.75,synthetic row; not a real application benchmark
APP-0408,8,enterprise_legacy,native_linux,high,none,standard_device,offline_activation,app_profile,full,86.68,9.19,5.82,97.81,0,42,95,91.4,33.2,synthetic row; not a real application benchmark
APP-0409,9,enterprise_legacy,native_linux,medium,none,none,online_activation,app_profile,full,100.0,12.25,0.0,100.0,0,42,95,92.2,22.0,synthetic row; not a real application benchmark
APP-0410,10,enterprise_legacy,native_linux,high,none,none,offline_activation,app_profile,full,96.15,2.86,5.02,90.45,0,42,95,93.4,26.0,synthetic row; not a real application benchmark
APP-0411,11,enterprise_legacy,native_linux,high,service,none,hardware_dongle,app_profile,full,91.6,19.0,7.02,100.0,0,42,95,87.15,64.75,synthetic row; not a real application benchmark
APP-0412,12,enterprise_legacy,native_linux,high,service,none,online_activation,app_profile,full,88.76,7.45,2.49,95.62,0,42,95,89.95,50.75,synthetic row; not a real application benchmark
APP-0413,13,enterprise_legacy,native_linux,medium,service,none,online_activation,app_profile,full,95.35,8.87,4.59,95.78,0,42,95,89.95,40.75,synthetic row; not a real application benchmark
APP-0414,14,enterprise_legacy,native_linux,high,kernel_driver,standard_device,online_activation,app_profile,full,93.19,17.58,6.58,94.33,0,42,95,84.95,82.95,synthetic row; not a real application benchmark
APP-0415,15,enterprise_legacy,native_linux,medium,service,none,none,app_profile,full,98.13,8.43,2.79,98.54,0,42,95,92.75,26.75,synthetic row; not a real application benchmark
APP-0416,16,enterprise_legacy,native_linux,medium,service,none,hardware_dongle,app_profile,full,87.35,11.35,0.23,93.07,0,42,95,87.15,54.75,synthetic row; not a real application benchmark
APP-0417,17,enterprise_legacy,native_linux,medium,service,none,online_activation,app_profile,full,89.39,16.04,3.03,100.0,0,42,95,89.95,40.75,synthetic row; not a real application benchmark
APP-0418,18,enterprise_legacy,native_linux,medium,none,proprietary_device,online_activation,app_profile,full,85.03,15.75,2.49,95.31,0,42,95,86.7,41.8,synthetic row; not a real application benchmark
APP-0419,19,enterprise_legacy,native_linux,high,service,standard_device,online_activation,app_profile,full,84.7,20.72,6.98,92.11,0,42,95,87.95,57.95,synthetic row; not a real application benchmark
APP-0420,20,enterprise_legacy,native_linux,high,service,none,online_activation,app_profile,full,81.43,16.01,3.89,95.9,0,42,95,89.95,50.75,synthetic row; not a real application benchmark
APP-0421,1,enterprise_legacy,wine_like,low,service,none,none,managed_prefix,failed,43.72,67.32,15.36,72.46,0,42,65,50.0,18.75,synthetic row; not a real application benchmark
APP-0422,2,enterprise_legacy,wine_like,medium,none,none,offline_activation,raw,partial,46.52,80.05,12.66,59.57,0,42,65,42.6,16.0,synthetic row; not a real application benchmark
APP-0423,3,enterprise_legacy,wine_like,medium,kernel_driver,standard_device,online_activation,raw,failed,0.0,97.02,14.84,54.9,0,42,65,-5.7,72.95,synthetic row; not a real application benchmark
APP-0424,4,enterprise_legacy,wine_like,high,none,standard_device,offline_activation,raw,failed,23.76,82.9,16.97,67.6,0,42,65,26.5,33.2,synthetic row; not a real application benchmark
APP-0425,5,enterprise_legacy,wine_like,medium,none,standard_device,offline_activation,raw,failed,26.13,86.18,15.22,70.07,0,42,65,35.0,23.2,synthetic row; not a real application benchmark
APP-0426,6,enterprise_legacy,wine_like,high,service,none,none,raw,failed,34.04,85.65,14.32,62.33,0,42,65,26.7,36.75,synthetic row; not a real application benchmark
APP-0427,7,enterprise_legacy,wine_like,medium,none,none,online_activation,managed_prefix,failed,35.64,73.25,15.18,65.19,0,42,65,44.9,22.0,synthetic row; not a real application benchmark
APP-0428,8,enterprise_legacy,wine_like,medium,none,standard_device,online_activation,raw,failed,34.56,81.54,17.32,60.59,0,42,65,29.3,29.2,synthetic row; not a real application benchmark
APP-0429,9,enterprise_legacy,wine_like,high,service,standard_device,online_activation,managed_prefix,failed,10.54,76.79,14.54,58.99,0,42,65,13.8,57.95,synthetic row; not a real application benchmark
APP-0430,10,enterprise_legacy,wine_like,high,service,standard_device,hardware_dongle,raw,failed,0.82,89.74,13.59,57.05,0,42,65,-7.5,71.95,synthetic row; not a real application benchmark
APP-0431,11,enterprise_legacy,wine_like,high,service,none,hardware_dongle,raw,failed,7.25,89.13,16.11,62.63,0,42,65,0.1,64.75,synthetic row; not a real application benchmark
APP-0432,12,enterprise_legacy,wine_like,medium,service,none,none,raw,failed,35.22,80.06,14.2,58.03,0,42,65,35.2,26.75,synthetic row; not a real application benchmark
APP-0433,13,enterprise_legacy,wine_like,medium,service,none,online_activation,raw,failed,13.23,83.35,14.38,61.86,0,42,65,21.9,40.75,synthetic row; not a real application benchmark
APP-0434,14,enterprise_legacy,wine_like,medium,kernel_driver,none,none,raw,failed,18.25,81.25,14.36,54.22,0,42,65,15.2,51.75,synthetic row; not a real application benchmark
APP-0435,15,enterprise_legacy,wine_like,high,service,proprietary_device,hardware_dongle,raw,failed,0.0,95.31,20.97,60.75,0,42,65,-20.8,84.55,synthetic row; not a real application benchmark
APP-0436,16,enterprise_legacy,wine_like,medium,service,proprietary_device,none,managed_prefix,failed,18.35,72.7,14.39,57.1,0,42,65,22.3,46.55,synthetic row; not a real application benchmark
APP-0437,17,enterprise_legacy,wine_like,high,none,none,online_activation,raw,failed,31.01,81.37,13.44,64.39,0,42,65,28.4,32.0,synthetic row; not a real application benchmark
APP-0438,18,enterprise_legacy,wine_like,high,service,standard_device,online_activation,raw,failed,6.2,84.17,13.16,61.23,0,42,65,5.8,57.95,synthetic row; not a real application benchmark
APP-0439,19,enterprise_legacy,wine_like,low,none,standard_device,online_activation,managed_prefix,partial,48.78,73.44,12.28,71.95,0,42,65,44.1,21.2,synthetic row; not a real application benchmark
APP-0440,20,enterprise_legacy,wine_like,medium,none,none,online_activation,raw,failed,40.41,91.18,12.05,62.28,0,42,65,36.9,22.0,synthetic row; not a real application benchmark
APP-0441,1,enterprise_legacy,proton_like,high,none,standard_device,online_activation,managed_prefix,failed,34.96,41.27,6.86,82.93,0,42,78,42.9,39.2,synthetic row; not a real application benchmark
APP-0442,2,enterprise_legacy,proton_like,high,none,none,offline_activation,managed_prefix,partial,61.2,39.97,8.54,81.29,0,42,78,54.7,26.0,synthetic row; not a real application benchmark
APP-0443,3,enterprise_legacy,proton_like,high,service,standard_device,online_activation,app_profile,failed,27.66,34.21,11.67,75.0,0,42,78,28.65,57.95,synthetic row; not a real application benchmark
APP-0444,4,enterprise_legacy,proton_like,medium,none,none,online_activation,managed_prefix,partial,59.65,43.5,9.69,85.71,0,42,78,53.8,22.0,synthetic row; not a real application benchmark
APP-0445,5,enterprise_legacy,proton_like,high,none,none,none,managed_prefix,partial,67.35,35.75,7.99,83.84,0,42,78,61.9,18.0,synthetic row; not a real application benchmark
APP-0446,6,enterprise_legacy,proton_like,medium,service,none,online_activation,managed_prefix,partial,46.31,50.1,6.97,78.43,0,42,78,39.55,40.75,synthetic row; not a real application benchmark
APP-0447,7,enterprise_legacy,proton_like,low,kernel_driver,none,online_activation,managed_prefix,failed,22.28,47.69,6.45,76.07,0,42,78,24.15,57.75,synthetic row; not a real application benchmark
APP-0448,8,enterprise_legacy,proton_like,high,service,proprietary_device,offline_activation,raw,failed,19.11,58.72,12.32,73.28,0,42,78,22.85,64.55,synthetic row; not a real application benchmark
APP-0449,9,enterprise_legacy,proton_like,high,none,none,offline_activation,raw,partial,56.04,49.88,8.75,75.02,0,42,78,54.7,26.0,synthetic row; not a real application benchmark
APP-0450,10,enterprise_legacy,proton_like,medium,service,standard_device,hardware_dongle,managed_prefix,failed,28.35,46.4,11.8,83.08,0,42,78,20.55,61.95,synthetic row; not a real application benchmark
APP-0451,11,enterprise_legacy,proton_like,medium,none,none,online_activation,managed_prefix,partial,54.96,40.74,6.55,78.13,0,42,78,53.8,22.0,synthetic row; not a real application benchmark
APP-0452,12,enterprise_legacy,proton_like,medium,kernel_driver,none,online_activation,managed_prefix,failed,23.44,46.25,9.56,76.07,0,42,78,20.55,65.75,synthetic row; not a real application benchmark
APP-0453,13,enterprise_legacy,proton_like,high,service,none,online_activation,managed_prefix,failed,23.38,44.92,15.88,83.22,0,42,78,35.05,50.75,synthetic row; not a real application benchmark
APP-0454,14,enterprise_legacy,proton_like,medium,none,none,online_activation,raw,partial,54.26,42.31,6.5,76.04,0,42,78,53.8,22.0,synthetic row; not a real application benchmark
APP-0455,15,enterprise_legacy,proton_like,medium,none,proprietary_device,hardware_dongle,managed_prefix,failed,31.81,41.24,7.93,79.27,0,42,78,23.6,55.8,synthetic row; not a real application benchmark
APP-0456,16,enterprise_legacy,proton_like,medium,none,none,offline_activation,managed_prefix,partial,56.75,33.75,6.24,83.61,0,42,78,59.2,16.0,synthetic row; not a real application benchmark
APP-0457,17,enterprise_legacy,proton_like,high,none,proprietary_device,offline_activation,managed_prefix,failed,44.13,47.89,13.59,74.58,0,42,78,37.1,45.8,synthetic row; not a real application benchmark
APP-0458,18,enterprise_legacy,proton_like,medium,service,standard_device,none,managed_prefix,failed,39.67,36.35,5.2,73.92,0,42,78,45.75,33.95,synthetic row; not a real application benchmark
APP-0459,19,enterprise_legacy,proton_like,medium,service,proprietary_device,hardware_dongle,app_profile,failed,10.96,45.67,12.05,73.26,0,42,78,9.35,74.55,synthetic row; not a real application benchmark
APP-0460,20,enterprise_legacy,proton_like,low,none,none,online_activation,raw,partial,52.2,41.81,10.71,85.69,0,42,78,57.4,14.0,synthetic row; not a real application benchmark
APP-0461,1,enterprise_legacy,managed_prefix,high,none,none,offline_activation,managed_prefix,partial,53.44,36.99,12.59,77.29,0,42,72,56.7,26.0,synthetic row; not a real application benchmark
APP-0462,2,enterprise_legacy,managed_prefix,low,service,none,offline_activation,managed_prefix,partial,60.65,28.91,7.73,70.73,0,42,72,56.7,26.75,synthetic row; not a real application benchmark
APP-0463,3,enterprise_legacy,managed_prefix,medium,kernel_driver,standard_device,hardware_dongle,app_profile,failed,12.94,43.4,13.62,73.42,0,42,72,11.9,86.95,synthetic row; not a real application benchmark
APP-0464,4,enterprise_legacy,managed_prefix,medium,service,none,offline_activation,managed_prefix,partial,54.22,41.55,11.3,78.98,0,42,72,50.7,34.75,synthetic row; not a real application benchmark
APP-0465,5,enterprise_legacy,managed_prefix,high,service,none,hardware_dongle,managed_prefix,failed,25.87,41.47,12.45,65.74,0,42,72,26.2,64.75,synthetic row; not a real application benchmark
APP-0466,6,enterprise_legacy,managed_prefix,high,service,none,online_activation,app_profile,partial,47.8,34.37,11.49,76.79,0,42,72,41.1,50.75,synthetic row; not a real application benchmark
APP-0467,7,enterprise_legacy,managed_prefix,high,kernel_driver,standard_device,offline_activation,managed_prefix,failed,10.58,45.98,14.15,75.95,0,42,72,18.4,76.95,synthetic row; not a real application benchmark
APP-0468,8,enterprise_legacy,managed_prefix,high,none,none,online_activation,managed_prefix,partial,55.48,38.61,11.29,74.57,0,42,72,51.6,32.0,synthetic row; not a real application benchmark
APP-0469,9,enterprise_legacy,managed_prefix,high,none,none,online_activation,managed_prefix,partial,57.58,33.67,12.37,71.86,0,42,72,51.6,32.0,synthetic row; not a real application benchmark
APP-0470,10,enterprise_legacy,managed_prefix,high,service,none,offline_activation,managed_prefix,failed,41.97,36.5,9.89,74.76,0,42,72,43.2,44.75,synthetic row; not a real application benchmark
APP-0471,11,enterprise_legacy,managed_prefix,medium,service,standard_device,online_activation,app_profile,failed,40.21,33.68,10.2,80.82,0,42,72,41.8,47.95,synthetic row; not a real application benchmark
APP-0472,12,enterprise_legacy,managed_prefix,high,none,standard_device,online_activation,app_profile,partial,47.23,37.33,14.22,77.12,0,42,72,47.8,39.2,synthetic row; not a real application benchmark
APP-0473,13,enterprise_legacy,managed_prefix,high,service,none,online_activation,app_profile,failed,36.66,28.44,11.11,80.29,0,42,72,41.1,50.75,synthetic row; not a real application benchmark
APP-0474,14,enterprise_legacy,managed_prefix,high,none,proprietary_device,offline_activation,managed_prefix,failed,40.97,38.7,13.44,80.4,0,42,72,38.0,45.8,synthetic row; not a real application benchmark
APP-0475,15,enterprise_legacy,managed_prefix,high,none,none,online_activation,managed_prefix,partial,51.44,31.53,9.87,75.4,0,42,72,51.6,32.0,synthetic row; not a real application benchmark
APP-0476,16,enterprise_legacy,managed_prefix,medium,service,none,online_activation,managed_prefix,partial,45.1,39.4,10.32,76.04,0,42,72,45.6,40.75,synthetic row; not a real application benchmark
APP-0477,17,enterprise_legacy,managed_prefix,high,none,none,online_activation,managed_prefix,partial,54.54,36.91,12.29,80.25,0,42,72,51.6,32.0,synthetic row; not a real application benchmark
APP-0478,18,enterprise_legacy,managed_prefix,high,none,none,offline_activation,app_profile,partial,59.33,27.72,7.37,79.12,0,42,72,59.7,26.0,synthetic row; not a real application benchmark
APP-0479,19,enterprise_legacy,managed_prefix,high,service,none,hardware_dongle,app_profile,failed,16.14,33.18,11.61,75.71,0,42,72,29.2,64.75,synthetic row; not a real application benchmark
APP-0480,20,enterprise_legacy,managed_prefix,high,kernel_driver,standard_device,hardware_dongle,app_profile,failed,4.3,37.83,10.25,71.38,0,42,72,4.4,96.95,synthetic row; not a real application benchmark
APP-0481,1,enterprise_legacy,virtualisation,high,none,none,none,app_profile,full,82.28,48.71,22.27,51.2,1,42,90,88.2,18.0,synthetic row; not a real application benchmark
